dataset,cfg,phi,interesting,reason_skipped,K,n_executions,K_ratio,cfg_height,cfg_height_norm,avg_behavior_size,support_min,support_mean,support_max,reduction_from_bottom,compression_from_bottom,behavior_time_s,mining_time_s,miner,n_graphs,avg_mining_graph_size,total_mining_graph_size,min_support_effective,n_patterns_raw,n_patterns_in_window,pattern_support_min,pattern_support_mean,pattern_support_median,pattern_support_max,pattern_support_ratio_mean,pattern_support_ratio_median,pattern_support_ratio_max,high_support_threshold_ratio,high_support_threshold_abs,n_high_support_patterns,high_support_pattern_ratio
hinge_production_filtered,"(1, 1, 1, 2, 1, 1, 1, 4)",facility: ρ = type  │  femalepart: ρ = type  │  formedpart: ρ = p_masskg  │  hinge: ρ = p_masskg_band  │  hingepack: ρ = type  │  malepart: ρ = p_masskg  │  steelpin: ρ = type  │  steelsheet: ρ = type,True,,2207,2907,0.7592019263845889,10,0.6666666666666666,26.995184038527693,1,1.31717263253285,7,0.24079807361541106,0.0,0.1909697499999652,44.63275737499953,gspan,2907,26.995184038527693,78475,145,15,15,163,189.13333333333333,189,207,0.06506134617589726,0.06501547987616099,0.07120743034055728,0.25,726,0,0.0
hinge_production_filtered,"(1, 1, 1, 2, 1, 2, 1, 2)",facility: ρ = type  │  femalepart: ρ = type  │  formedpart: ρ = p_masskg  │  hinge: ρ = p_masskg_band  │  hingepack: ρ = type  │  malepart: ρ = p_masskg_band  │  steelpin: ρ = type  │  steelsheet: ρ = p_masskg_band,True,,2207,2907,0.7592019263845889,11,0.7333333333333333,26.995184038527693,1,1.31717263253285,7,0.24079807361541106,0.0,0.1815223749999859,14.094933958999718,gspan,2907,26.995184038527693,78475,145,53,53,163,290.24528301886795,193,2066,0.09984357860986169,0.06639146886824905,0.7106983144134847,0.25,726,4,0.07547169811320754
hinge_production_filtered,"(1, 1, 1, 2, 1, 2, 1, 3)",facility: ρ = type  │  femalepart: ρ = type  │  formedpart: ρ = p_masskg  │  hinge: ρ = p_masskg_band  │  hingepack: ρ = type  │  malepart: ρ = p_masskg_band  │  steelpin: ρ = type  │  steelsheet: ρ = SteelCoil,True,,2729,2907,0.9387684898520812,10,0.6666666666666666,26.995184038527693,1,1.0652253572737267,3,0.06123151014791883,0.0,0.19420066700001826,3.144745458000216,gspan,2907,26.995184038527693,78475,145,11,11,163,550.1818181818181,594,810,0.18926103136629452,0.2043343653250774,0.2786377708978328,0.25,726,4,0.36363636363636365
hinge_production_filtered,"(1, 1, 1, 2, 1, 3, 1, 1)",facility: ρ = type  │  femalepart: ρ = type  │  formedpart: ρ = p_masskg  │  hinge: ρ = p_masskg_band  │  hingepack: ρ = type  │  malepart: ρ = type  │  steelpin: ρ = type  │  steelsheet: ρ = p_masskg,True,,2207,2907,0.7592019263845889,11,0.7333333333333333,26.995184038527693,1,1.31717263253285,7,0.24079807361541106,0.0,0.1733937089999813,14.402234166000198,gspan,2907,26.995184038527693,78475,145,58,58,156,274.5689655172414,189.0,1367,0.0944509685301828,0.06501547987616099,0.4702442380460956,0.25,726,3,0.05172413793103448
hinge_production_filtered,"(1, 1, 1, 3, 0, 1, 1, 4)",facility: ρ = type  │  femalepart: ρ = type  │  formedpart: ρ = p_masskg  │  hinge: ρ = type  │  hingepack: ρ = id  │  malepart: ρ = p_masskg  │  steelpin: ρ = type  │  steelsheet: ρ = type,True,,2902,2907,0.99828001375989,10,0.6666666666666666,26.995184038527693,1,1.001722949689869,2,0.0017199862401100496,0.0,0.18569708400002582,4.487327208999886,gspan,2907,26.995184038527693,78475,145,15,15,163,189.13333333333333,189,207,0.06506134617589726,0.06501547987616099,0.07120743034055728,0.25,726,0,0.0
hinge_production_filtered,"(1, 1, 1, 3, 0, 2, 1, 2)",facility: ρ = type  │  femalepart: ρ = type  │  formedpart: ρ = p_masskg  │  hinge: ρ = type  │  hingepack: ρ = id  │  malepart: ρ = p_masskg_band  │  steelpin: ρ = type  │  steelsheet: ρ = p_masskg_band,True,,2902,2907,0.99828001375989,11,0.7333333333333333,26.995184038527693,1,1.001722949689869,2,0.0017199862401100496,0.0,0.17683991699999524,13.294161959000121,gspan,2907,26.995184038527693,78475,145,49,49,163,322.6734693877551,193,2066,0.11099878547910393,0.06639146886824905,0.7106983144134847,0.25,726,6,0.12244897959183673
hinge_production_filtered,"(1, 1, 1, 3, 0, 2, 1, 3)",facility: ρ = type  │  femalepart: ρ = type  │  formedpart: ρ = p_masskg  │  hinge: ρ = type  │  hingepack: ρ = id  │  malepart: ρ = p_masskg_band  │  steelpin: ρ = type  │  steelsheet: ρ = SteelCoil,True,,2902,2907,0.99828001375989,10,0.6666666666666666,26.995184038527693,1,1.001722949689869,2,0.0017199862401100496,0.0,0.18987620799998695,41.57788170799995,gspan,2907,26.995184038527693,78475,145,6,6,702,948.1666666666666,829.0,1268,0.32616672399954133,0.2851737186102511,0.43618851049191604,0.25,726,5,0.8333333333333334
hinge_production_filtered,"(1, 1, 1, 3, 0, 3, 1, 1)",facility: ρ = type  │  femalepart: ρ = type  │  formedpart: ρ = p_masskg  │  hinge: ρ = type  │  hingepack: ρ = id  │  malepart: ρ = type  │  steelpin: ρ = type  │  steelsheet: ρ = p_masskg,True,,2902,2907,0.99828001375989,11,0.7333333333333333,26.995184038527693,1,1.001722949689869,2,0.0017199862401100496,0.0,0.16531741699998292,10.814044875000036,gspan,2907,26.995184038527693,78475,145,45,44,156,184.61363636363637,186.0,207,0.06350658285642806,0.06398348813209494,0.07120743034055728,0.25,726,0,0.0
hinge_production_filtered,"(1, 1, 1, 3, 1, 1, 1, 2)",facility: ρ = type  │  femalepart: ρ = type  │  formedpart: ρ = p_masskg  │  hinge: ρ = type  │  hingepack: ρ = type  │  malepart: ρ = p_masskg  │  steelpin: ρ = type  │  steelsheet: ρ = p_masskg_band,True,,1512,2907,0.5201238390092879,11,0.7333333333333333,26.995184038527693,1,1.9226190476190477,8,0.47987616099071206,0.0,0.17347024999997984,12.155112124999505,gspan,2907,26.995184038527693,78475,145,44,44,156,260.27272727272725,191.0,2066,0.08953310191700284,0.06570347437220503,0.7106983144134847,0.25,726,2,0.045454545454545456
hinge_production_filtered,"(1, 1, 1, 3, 1, 1, 1, 3)",facility: ρ = type  │  femalepart: ρ = type  │  formedpart: ρ = p_masskg  │  hinge: ρ = type  │  hingepack: ρ = type  │  malepart: ρ = p_masskg  │  steelpin: ρ = type  │  steelsheet: ρ = SteelCoil,True,,2464,2907,0.847609219126247,10,0.6666666666666666,26.995184038527693,1,1.1797889610389611,4,0.15239078087375302,0.0,0.18430291699996815,1.408162416999403,gspan,2907,26.995184038527693,78475,145,3,3,702,768.3333333333334,793,810,0.26430455223024885,0.27278981768145855,0.2786377708978328,0.25,726,2,0.6666666666666666
hinge_production_filtered,"(1, 1, 1, 3, 1, 2, 1, 1)",facility: ρ = type  │  femalepart: ρ = type  │  formedpart: ρ = p_masskg  │  hinge: ρ = type  │  hingepack: ρ = type  │  malepart: ρ = p_masskg_band  │  steelpin: ρ = type  │  steelsheet: ρ = p_masskg,True,,1512,2907,0.5201238390092879,11,0.7333333333333333,26.995184038527693,1,1.9226190476190477,8,0.47987616099071206,0.0,0.16819574999999531,12.305093584000133,gspan,2907,26.995184038527693,78475,145,51,51,156,289.7647058823529,189,1268,0.09967826139743823,0.06501547987616099,0.43618851049191604,0.25,726,7,0.13725490196078433
hinge_production_filtered,"(1, 1, 2, 1, 0, 2, 1, 4)",facility: ρ = type  │  femalepart: ρ = type  │  formedpart: ρ = p_masskg_band  │  hinge: ρ = p_masskg  │  hingepack: ρ = id  │  malepart: ρ = p_masskg_band  │  steelpin: ρ = type  │  steelsheet: ρ = type,True,,2848,2907,0.9797041623667011,10,0.6666666666666666,26.995184038527693,1,1.0207162921348314,2,0.020295837633298897,0.0,0.19792754100001275,3.31100858300033,gspan,2907,26.995184038527693,78475,145,10,10,787,1099.8,1268.0,1338,0.378328173374613,0.43618851049191604,0.4602683178534572,0.25,726,10,1.0
hinge_production_filtered,"(1, 1, 2, 1, 0, 3, 1, 2)",facility: ρ = type  │  femalepart: ρ = type  │  formedpart: ρ = p_masskg_band  │  hinge: ρ = p_masskg  │  hingepack: ρ = id  │  malepart: ρ = type  │  steelpin: ρ = type  │  steelsheet: ρ = p_masskg_band,True,,2856,2907,0.9824561403508771,11,0.7333333333333333,26.995184038527693,1,1.0178571428571428,2,0.01754385964912286,0.0,0.18401708300001474,6.593992709000304,gspan,2907,26.995184038527693,78475,145,24,24,156,965.5,1005.0,2066,0.33212934296525626,0.3457172342621259,0.7106983144134847,0.25,726,17,0.7083333333333334
