cfg,phi,interesting,reason_skipped,K,n_executions,avg_behavior_size,support_min,support_mean,support_max,reduction_from_bottom,compression_from_bottom
"(2, 1, 9, 3, 3, 1, 2)",goods_receipt: ρ = type  │  invoice_receipt: ρ = CreditAmountBSEGWRBTR  │  material: ρ = type  │  payment: ρ = PaymentMethodZLSCH  │  purchase_order: ρ = type  │  purchase_requisition: ρ = PurchasingGroupEBANEKGRP  │  quotation: ρ = VendorEBANLIFNR,True,,926,927,43.19093851132686,1,1.0010799136069115,2,0.0010787486515642097,0.03625072212593872
"(2, 1, 9, 4, 1, 1, 2)",goods_receipt: ρ = type  │  invoice_receipt: ρ = CreditAmountBSEGWRBTR  │  material: ρ = type  │  payment: ρ = type  │  purchase_order: ρ = PurchasingGroupEKKOEKGRP  │  purchase_requisition: ρ = PurchasingGroupEBANEKGRP  │  quotation: ρ = VendorEBANLIFNR,True,,926,927,43.19093851132686,1,1.0010799136069115,2,0.0010787486515642097,0.03625072212593872
"(2, 1, 9, 4, 2, 1, 1)",goods_receipt: ρ = type  │  invoice_receipt: ρ = CreditAmountBSEGWRBTR  │  material: ρ = type  │  payment: ρ = type  │  purchase_order: ρ = VendorEKKOLIFNR  │  purchase_requisition: ρ = PurchasingGroupEBANEKGRP  │  quotation: ρ = PurchasingGroupEBANEKGRP,True,,926,927,43.19093851132686,1,1.0010799136069115,2,0.0010787486515642097,0.03625072212593872
"(2, 1, 9, 4, 2, 2, 2)",goods_receipt: ρ = type  │  invoice_receipt: ρ = CreditAmountBSEGWRBTR  │  material: ρ = type  │  payment: ρ = type  │  purchase_order: ρ = VendorEKKOLIFNR  │  purchase_requisition: ρ = type  │  quotation: ρ = VendorEBANLIFNR,True,,926,927,42.36785329018339,1,1.0010799136069115,2,0.0010787486515642097,0.05461679183516266
"(2, 2, 2, 1, 3, 2, 3)",goods_receipt: ρ = type  │  invoice_receipt: ρ = CreditAmountBSEGWRBTR_band  │  material: ρ = MaterialEKPOMATNR  │  payment: ρ = AmountDMBTR  │  purchase_order: ρ = type  │  purchase_requisition: ρ = type  │  quotation: ρ = type,True,,920,927,44.353829557713055,1,1.007608695652174,2,0.007551240560949246,0.010302330059695608
"(2, 2, 2, 2, 1, 2, 3)",goods_receipt: ρ = type  │  invoice_receipt: ρ = CreditAmountBSEGWRBTR_band  │  material: ρ = MaterialEKPOMATNR  │  payment: ρ = AmountDMBTR_band  │  purchase_order: ρ = PurchasingGroupEKKOEKGRP  │  purchase_requisition: ρ = type  │  quotation: ρ = type,True,,778,927,44.096008629989214,1,1.1915167095115682,12,0.1607335490830637,0.016055266705179982
"(2, 2, 2, 2, 3, 1, 3)",goods_receipt: ρ = type  │  invoice_receipt: ρ = CreditAmountBSEGWRBTR_band  │  material: ρ = MaterialEKPOMATNR  │  payment: ρ = AmountDMBTR_band  │  purchase_order: ρ = type  │  purchase_requisition: ρ = PurchasingGroupEBANEKGRP  │  quotation: ρ = type,True,,778,927,44.096008629989214,1,1.1915167095115682,12,0.1607335490830637,0.016055266705179982
"(2, 2, 2, 2, 3, 2, 1)",goods_receipt: ρ = type  │  invoice_receipt: ρ = CreditAmountBSEGWRBTR_band  │  material: ρ = MaterialEKPOMATNR  │  payment: ρ = AmountDMBTR_band  │  purchase_order: ρ = type  │  purchase_requisition: ρ = type  │  quotation: ρ = PurchasingGroupEBANEKGRP,True,,778,927,44.096008629989214,1,1.1915167095115682,12,0.1607335490830637,0.016055266705179982
"(2, 2, 2, 3, 1, 2, 3)",goods_receipt: ρ = type  │  invoice_receipt: ρ = CreditAmountBSEGWRBTR_band  │  material: ρ = MaterialEKPOMATNR  │  payment: ρ = PaymentMethodZLSCH  │  purchase_order: ρ = PurchasingGroupEKKOEKGRP  │  purchase_requisition: ρ = type  │  quotation: ρ = type,True,,841,927,44.353829557713055,1,1.1022592152199762,6,0.09277238403451993,0.010302330059695608
"(2, 2, 2, 3, 3, 1, 3)",goods_receipt: ρ = type  │  invoice_receipt: ρ = CreditAmountBSEGWRBTR_band  │  material: ρ = MaterialEKPOMATNR  │  payment: ρ = PaymentMethodZLSCH  │  purchase_order: ρ = type  │  purchase_requisition: ρ = PurchasingGroupEBANEKGRP  │  quotation: ρ = type,True,,841,927,44.353829557713055,1,1.1022592152199762,6,0.09277238403451993,0.010302330059695608
"(2, 2, 2, 3, 3, 2, 1)",goods_receipt: ρ = type  │  invoice_receipt: ρ = CreditAmountBSEGWRBTR_band  │  material: ρ = MaterialEKPOMATNR  │  payment: ρ = PaymentMethodZLSCH  │  purchase_order: ρ = type  │  purchase_requisition: ρ = type  │  quotation: ρ = PurchasingGroupEBANEKGRP,True,,841,927,44.353829557713055,1,1.1022592152199762,6,0.09277238403451993,0.010302330059695608
"(2, 2, 2, 4, 1, 1, 3)",goods_receipt: ρ = type  │  invoice_receipt: ρ = CreditAmountBSEGWRBTR_band  │  material: ρ = MaterialEKPOMATNR  │  payment: ρ = type  │  purchase_order: ρ = PurchasingGroupEKKOEKGRP  │  purchase_requisition: ρ = PurchasingGroupEBANEKGRP  │  quotation: ρ = type,True,,776,927,44.353829557713055,1,1.1945876288659794,12,0.162891046386192,0.010302330059695608
"(2, 2, 2, 4, 1, 2, 1)",goods_receipt: ρ = type  │  invoice_receipt: ρ = CreditAmountBSEGWRBTR_band  │  material: ρ = MaterialEKPOMATNR  │  payment: ρ = type  │  purchase_order: ρ = PurchasingGroupEKKOEKGRP  │  purchase_requisition: ρ = type  │  quotation: ρ = PurchasingGroupEBANEKGRP,True,,776,927,43.530744336569576,1,1.1945876288659794,12,0.162891046386192,0.028668399768919772
"(2, 2, 2, 4, 2, 2, 3)",goods_receipt: ρ = type  │  invoice_receipt: ρ = CreditAmountBSEGWRBTR_band  │  material: ρ = MaterialEKPOMATNR  │  payment: ρ = type  │  purchase_order: ρ = VendorEKKOLIFNR  │  purchase_requisition: ρ = type  │  quotation: ρ = type,True,,894,927,44.353829557713055,1,1.0369127516778522,4,0.035598705501618144,0.010302330059695608
"(2, 2, 2, 4, 3, 1, 1)",goods_receipt: ρ = type  │  invoice_receipt: ρ = CreditAmountBSEGWRBTR_band  │  material: ρ = MaterialEKPOMATNR  │  payment: ρ = type  │  purchase_order: ρ = type  │  purchase_requisition: ρ = PurchasingGroupEBANEKGRP  │  quotation: ρ = PurchasingGroupEBANEKGRP,True,,776,927,44.353829557713055,1,1.1945876288659794,12,0.162891046386192,0.010302330059695608
"(2, 2, 2, 4, 3, 2, 2)",goods_receipt: ρ = type  │  invoice_receipt: ρ = CreditAmountBSEGWRBTR_band  │  material: ρ = MaterialEKPOMATNR  │  payment: ρ = type  │  purchase_order: ρ = type  │  purchase_requisition: ρ = type  │  quotation: ρ = VendorEBANLIFNR,True,,894,927,44.353829557713055,1,1.0369127516778522,4,0.035598705501618144,0.010302330059695608
"(2, 2, 3, 1, 1, 2, 3)",goods_receipt: ρ = type  │  invoice_receipt: ρ = CreditAmountBSEGWRBTR_band  │  material: ρ = NetPriceEKPONETPR  │  payment: ρ = AmountDMBTR  │  purchase_order: ρ = PurchasingGroupEKKOEKGRP  │  purchase_requisition: ρ = type  │  quotation: ρ = type,True,,919,927,44.13484358144552,1,1.0087051142546246,2,0.008629989212513456,0.015188715578663525
"(2, 2, 3, 1, 3, 1, 3)",goods_receipt: ρ = type  │  invoice_receipt: ρ = CreditAmountBSEGWRBTR_band  │  material: ρ = NetPriceEKPONETPR  │  payment: ρ = AmountDMBTR  │  purchase_order: ρ = type  │  purchase_requisition: ρ = PurchasingGroupEBANEKGRP  │  quotation: ρ = type,True,,919,927,44.13484358144552,1,1.0087051142546246,2,0.008629989212513456,0.015188715578663525
"(2, 2, 3, 1, 3, 2, 1)",goods_receipt: ρ = type  │  invoice_receipt: ρ = CreditAmountBSEGWRBTR_band  │  material: ρ = NetPriceEKPONETPR  │  payment: ρ = AmountDMBTR  │  purchase_order: ρ = type  │  purchase_requisition: ρ = type  │  quotation: ρ = PurchasingGroupEBANEKGRP,True,,919,927,44.13484358144552,1,1.0087051142546246,2,0.008629989212513456,0.015188715578663525
"(2, 2, 3, 2, 1, 1, 3)",goods_receipt: ρ = type  │  invoice_receipt: ρ = CreditAmountBSEGWRBTR_band  │  material: ρ = NetPriceEKPONETPR  │  payment: ρ = AmountDMBTR_band  │  purchase_order: ρ = PurchasingGroupEKKOEKGRP  │  purchase_requisition: ρ = PurchasingGroupEBANEKGRP  │  quotation: ρ = type,True,,739,927,43.87702265372168,1,1.2543978349120433,12,0.20280474649406688,0.0209416522241479
